title,description,org_link,link,date
"오티스, 'UTC 사원장학프로그램' 20주년… 글로벌 인재 육성 앞장","ESP 통해 학위를 수여했거나 현재 과정을 밟고 있는 <b>오티스 엘리베이터</b> 코리아 Otis Line 김남현 선임상담원, Supply Chain 구매팀 강원철 차장, Engineering 시스템통합팀 박찬종 차장, SIGMA사업부 중동&amp;아프리카팀 이승민... ",http://www.ikld.kr/news/articleView.html?idxno=72854,http://www.ikld.kr/news/articleView.html?idxno=72854,2017-04-26 10:28:00
‘기반 와해’ 승강기산업 되살릴 방법 없나,"당시 현대엘리베이터, LG산전(엘리베이터부문), 동양엘리베이터, 중앙엘리베이터 등 4대 업체 중 현대만 남고 각각 <b>오티스엘리베이터</b>, 티센크루프엘리베이터, 쉰들러엘리베이터에 매각됐다. 외국계 매각은 역외분업을... ",http://news.heraldcorp.com/view.php?ud=20170425000742,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=016&aid=0001229555,2017-04-26 06:27:00
현대엘리·LS산전 &quot;우리가 유망 기계株&quot;,한때 <b>오티스 엘리베이터</b>의 국내 생산을 맡아오던 LS산전도 올해 실적과 주가 전망이 긍정적이다. LS산전 영업이익은 2013년 1749억원을 기록한 후 지난해 1244억원까지 떨어졌다. 2013년 7만원을 근처에서 맴돌던 주가... ,http://news.mk.co.kr/newsRead.php?&year=2017&no=254758,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=009&aid=0003923975,2017-04-14 16:04:00
"존재감 커진 기계株 2인방, 향후 전망은?",한때 <b>오티스 엘리베이터</b>의 국내 생산을 맡아오던 LS산전도 올해 실적과 주가 전망이 긍정적이다. LS산전 영업이익은 지난 2013년 1749억원을 기록한 후 지난해 1244억원까지 떨어졌다. 2013년 7만원을 근처에서 맴돌던... ,http://news.mk.co.kr/newsRead.php?&year=2017&no=254466,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=009&aid=0003923881,2017-04-14 14:58:00
"오티스 젠투라이프, ‘2017 이노스타’ 엘리베이터 부문 혁신상품 1위",[전기신문] <b>오티스 엘리베이터</b>의 ‘젠투라이프’ 모델이 우수한 혁신성과 고객만족도를 인정받았다. <b>오티스 엘리베이터</b> 코리아(사장 조익서)는 자사의 ‘젠투라이프(Gen2 Life)’ 제품이 혁신성 및 고객만족도를... ,http://www.electimes.com/article.php?aid=1492055215143597015,http://www.electimes.com/article.php?aid=1492055215143597015,2017-04-14 11:57:00
"오티스 젠투라이프, ‘2017 이노스타’ 엘리베이터 부문 혁신상품 1위","혁신적인 플랫벨트, 인체공학적 앰비언스 디자인 등 차별성 인정받아 <b>오티스 엘리베이터</b> 코리아(이하 오티스)의 젠투라이프 엘리베이터가 ‘2017 이노스타’ 인증에서 엘리베이터 부문 혁신상품 1위에 올랐다.... ",http://www.cnews.co.kr/uhtml/read.jsp?idxno=201704111126040910431,http://www.cnews.co.kr/uhtml/read.jsp?idxno=201704111126040910431,2017-04-11 16:00:00
"오티스 젠투라이프, '2017 이노스타' 엘리베이터 부문 혁신상품 1위",<b>오티스 엘리베이터</b> 코리아 본사에서 오티스 조익서 사장이(왼쪽 네 번째) 박기호 한국경영인증원 대표이사로부터(오른쪽 세 번째) '2017 이노스타 - 대한민국 혁신상품 엘리베이터 부문 3년 연속 1위' 인증서 및 상패... ,http://www.g-enews.com/ko-kr/news/article/news_all/2017041115234457664e6f7ae0e6_1/article.html,http://www.g-enews.com/ko-kr/news/article/news_all/2017041115234457664e6f7ae0e6_1/article.html,2017-04-11 15:31:00
"오티스 젠투라이프, ‘2017 이노스타’ 엘리베이터 부문 1위",서울 영등포구 <b>오티스 엘리베이터</b> 코리아 본사에서 오티스 조익서 사장이 (왼쪽 네 번째) 박기호 한국경영인증원 대표이사로부터 (오른쪽 세 번째) ‘2017 이노스타 - 대한민국 혁신상품 엘리베이터 부문 3년 연속... ,http://www.ebn.co.kr/news/view/886433,http://www.ebn.co.kr/news/view/886433,2017-04-11 14:48:00
"<b>오티스 엘리베이터</b> 젠투라이프, '2017 이노스타' 1위 선정",© News1  <b>오티스 엘리베이터</b> 코리아는 신제품 '젠투라이프'가 '2017 이노스타 인증'에서 엘리베이터 부문 1위를 차지했다고 밝혔다. 한국경영인증원(KMR)이 주관하는 이노스타는 소비자의 직접 평가를 통해 품·디자인... ,http://news1.kr/articles/?2963552,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=421&aid=0002665938,2017-04-11 14:43:00
"오티스 젠투라이프, '2017 이노스타' 엘리베이터 부문 혁신상품 1위",<b>오티스 엘리베이터</b> 코리아는 '젠투라이프(Gen2 Life)' 엘리베이터가 제품의 혁신성 및 고객만족도를 평가하는 '2017 이노스타 인증'에서 엘리베이터 부문 1위로 선정되었다고 11일 밝혔다. 한국경영인증원(KMR)이... ,http://www.segye.com/content/html/2017/04/11/20170411000972.html?OutUrl=naver,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=022&aid=0003163497,2017-04-11 11:36:00
"오티스, '이노스타 인증'서 엘리베이터 부문 1위 선정",[이뉴스투데이 김정일 기자] <b>오티스 엘리베이터</b> 코리아는 젠투라이프 엘리베이터가 '2017 이노스타 인증'에서 엘리베이터 부문 1위로 선정됐다고 11일 밝혔다. 한국경영인증원(KMR)이 주관하는 '이노스타'는 소비자의... ,http://www.enewstoday.co.kr/news/articleView.html?idxno=1041352,http://www.enewstoday.co.kr/news/articleView.html?idxno=1041352,2017-04-11 11:15:00
"오티스 젠투라이프, '2017 이노스타' 엘리베이터 부문 혁신상품 '1위' 선정",10일 서울 영등포구 <b>오티스 엘리베이터</b> 코리아 본사에서 오티스 조익서 사장이 박기호 한국경영인증원 대표이사(왼쪽 네 번째부터)로부터 '2017 이노스타 - 대한민국 혁신상품 엘리베이터 부문 3년 연속 1위' 인증서... ,http://www.ikld.kr/news/articleView.html?idxno=71984,http://www.ikld.kr/news/articleView.html?idxno=71984,2017-04-11 10:21:00
오티스 '젠투라이프' 엘리베이터 '2017 이노스타' 1위 선정,조익서(가운데) 오티스 사장이 10일 여의도 <b>오티스엘리베이터</b>코리아 본사에서 박기호(오른쪽 세번째) 한국경영인증원 대표이사로부터 ‘2017 이노스타’ 인증서와 상패를 받은 후 관계자들과 기념촬영을 하고 있다.... ,http://www.sedaily.com/NewsView/1OELSYHXBI,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=011&aid=0003012016,2017-04-11 10:17:00
"오티스, 굿디자인 수상 최신 엘리베이터 '젠투라이프' 출시",[미디어펜=김세헌기자] <b>오티스엘리베이터</b>코리아(대표이사 조익서)는 혁신적인 플랫벨트의 젠투(Gen2) 엘리베이터를 기반으로 새로운 디자인과 더 빠른 속도를 제공하는 주거 및 상업용 엘리베이터 ‘젠투라이프... ,http://www.mediapen.com/news/view/255290,http://www.mediapen.com/news/view/255290,2017-04-10 19:00:00
&lt;롯데월드타워를 빛낸 조연&gt; <b>오티스 엘리베이터</b>,"국내 최고층인 롯데월드타워 전망대가 탄생하는데는 <b>오티스 엘리베이터</b> 코리아(이하 오티스)의 기술이 큰 몫을 했다. 오티스는 초고층 빌딩의 엘리베이터에 요구되는 속도와 안정성, 수송능력 3박자를 갖췄다는 점을... ",http://www.cnews.co.kr/uhtml/read.jsp?idxno=201703291034301140292,http://www.cnews.co.kr/uhtml/read.jsp?idxno=201703291034301140292,2017-04-03 06:12:00
"3년간 64개사 짐 싸…창원산업단지, 입주기업 붙잡기 나섰다","<b>오티스엘리베이터</b>와 제이티정밀 등 8곳이 창원 공장을 철수했다. 창원중공업과 제이케이케이중공업 등 4곳은 폐업을, 건화기업·삼원테크·두산엔진은 공장 일부 매각을 택했다. 산단 내 9개 업체는 기업회생절차... ",http://www.hankyung.com/news/app/newsview.php?aid=2017032852511,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=015&aid=0003747623,2017-03-28 18:25:00
홍콩서 4층 높이 에스컬레이터 역주행해 18명 부상…2명 체포,경찰은 엘리베이터 제조업체 <b>오티스 엘리베이터</b> 컴퍼니의 직원 2명을 체포해 사고 원인을 조사하고 있다. 홍콩 정부는 구동 체인 손상이 사고 원인일 수 있다고 밝혔다. 제동장치도 제대로 작동하지 않았다.... ,http://app.yonhapnews.co.kr/YNA/Basic/SNS/r.aspx?c=AKR20170328000700074&did=1195m,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=001&aid=0009140634,2017-03-28 00:14:00
"오티스E/L, 심미성·편의성·기능성 3박자 갖춘 ‘젠투라이프’ 출시",[전기신문] <b>오티스 엘리베이터</b> 코리아가 심미성·편의성∙기능성을 모두 갖춘 ‘젠투라이프’를 새롭게 출시했다. <b>오티스 엘리베이터</b> 코리아(대표 조익서)는 플랫벨트의 젠투(Gen2) 엘리베이터를 기반으로 새로운... ,http://www.electimes.com/article.php?aid=1490228707142933015,http://www.electimes.com/article.php?aid=1490228707142933015,2017-03-23 17:24:00
"오티스, 굿디자인 수상 디자인과 더 빠른 속도의 ‘젠투라이프’ 출시",분당 150m 까지 <b>오티스 엘리베이터</b> 코리아는 혁신적인 플랫벨트의 젠투 엘리베이터를 기반으로 새로운 앰비언스 디자인과 더 빠른 속도를 제공하는 주거 및 상업용 엘리베이터 '젠투라이프(Gen2 Life)'를 새롭게... ,http://www.segye.com/content/html/2017/03/21/20170321001464.html?OutUrl=naver,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=022&aid=0003157212,2017-03-22 03:00:00
"오티스, 굿디자인 수상 디자인과 더 빠른 속도의 ‘젠투라이프’ 출시",3월 20일 서울 영등포구 <b>오티스 엘리베이터</b> 코리아 본사에서 진행된 젠투라이프(Gen2 Life) 출시 기념식에서 오티스 조익서 사장을 비롯한 임직원 30여명이 기념촬영을 하고 있다. 오티스=제공 ‘굿디자인’ 수상... ,http://www.g-enews.com/ko-kr/news/article/news_all/2017032117000163054e6f7ae0e6_1/article.html,http://www.g-enews.com/ko-kr/news/article/news_all/2017032117000163054e6f7ae0e6_1/article.html,2017-03-21 17:20:00
"오티스, LED 달고 속도 높인 주거‧상업용 엘리베이터 ‘젠투라이프’ 출시",<b>오티스엘리베이터</b>코리아는 속도를 한 차원 높인 주거‧상업용 엘리베이터 ‘젠투라이프(Gen2 Life)’를 새롭게 선보인다고 21일 밝혔다. <b>오티스엘리베이터</b>가 선보인 ‘젠투라이프’ 전경 /<b>오티스엘리베이터</b>... ,http://biz.chosun.com/site/data/html_dir/2017/03/21/2017032102317.html,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=366&aid=0000363434,2017-03-21 16:01:00
"오티스, 더 빠른 속도의 ‘젠투라이프’ 출시","굿디자인 수상 앰비언스 최초 적용, 약 2만 개의 커스터마이징 디자인 조합 가능 <b>오티스 엘리베이터</b> 코리아(이하 오티스)가 젠투 라이프(Gen2 Life)를 출시한다. 젠투 라이프는 젠투 엘리베이터의 플랫 벨트에 새로운... ",http://www.cnews.co.kr/uhtml/read.jsp?idxno=201703211438172610654,http://www.cnews.co.kr/uhtml/read.jsp?idxno=201703211438172610654,2017-03-21 15:30:00
"오티스, 차세대 엘리베이터 '젠투라이프' 출시",<b>오티스 엘리베이터</b> '젠투라이프'. © News1  <b>오티스 엘리베이터</b> 코리아는 '젠투' 엘리베이터를 기반으로 새로운 디자인과 더 빠른 속도를 제공하는 '젠투라이프(Gen2 Life)'를 출시했다고 21일 밝혔다. 젠투는 강철 로프 대신... ,http://news1.kr/articles/?2942466,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=421&aid=0002622809,2017-03-21 13:33:00
"오티스, 차세대모델 '젠투라이프' 출시… 마케팅 강화한다",20일 서울 영등포구 <b>오티스 엘리베이터</b> 코리아 본사에서 진행된 젠투라이프(Gen2 Life) 출시기념식에서 오티스 조익서 사장을 비롯한 임직원 30여명이 파이팅을 외치며 기념촬영을 하고 있다. '굿디자인' 수상... ,http://www.ikld.kr/news/articleView.html?idxno=70977,http://www.ikld.kr/news/articleView.html?idxno=70977,2017-03-21 11:25:00
"오티스, 굿 디자인 어워드 승강기 분야 우수 디자인 선정 후 소비자 반응 좋아",오티스 조익서 대표는 &quot;<b>오티스 엘리베이터</b>가 다시 한 번 혁신적이고 우수한 디자인을 통해 승강기 디자인 분야에서도 그 혁신성과 우수성을 인정받게 되어 기쁘다&quot;면서 &quot;지속적인 개발과 투자를 통해... ,http://www.kns.tv/news/articleView.html?idxno=291257,http://www.kns.tv/news/articleView.html?idxno=291257,2017-03-19 13:35:00
